0.025621,0.060882,0.015970
0.069979,-0.031704,0.069906
-0.045036,0.022432,-0.045207
0.016637,0.016284,0.017054
0.048773,0.050165,0.049751
0.010955,0.012896,0.008567
0.033070,0.037342,0.027480
0.040974,0.030900,0.054619
0.020211,0.057983,-0.013095
0.076662,-0.036264,-0.001308
-0.034899,0.011826,-0.017426
-0.011516,0.010833,-0.037499
-0.023993,0.009564,-0.005500
-0.038126,0.013037,-0.009569
-0.002802,0.015274,-0.018266
0.000024,0.029497,-0.036177
0.012998,0.017422,0.001248
0.039851,0.046404,0.012346
0.028536,0.006448,0.054713
0.037729,0.043166,-0.026168
0.030064,0.000644,-0.013964
0.027740,0.006905,-0.031562
0.035548,0.015237,-0.019695
0.021639,0.041716,-0.037694
0.067233,-0.005094,0.012067
-0.041189,0.014254,0.029667
0.007093,0.030241,0.034133
0.033787,0.041436,0.033863
0.041628,0.023476,0.041441
0.014279,0.071558,0.014734
0.070656,-0.019234,0.071721
-0.037094,0.001470,-0.034600
-0.012304,-0.020384,-0.018391
-0.040530,-0.058970,-0.054779
-0.035316,0.009227,-0.000534
-0.010972,0.010113,0.001570
-0.021099,0.021045,0.008262
-0.038616,0.045402,0.029221
0.016493,-0.011689,0.050903
0.036136,-0.005482,-0.026729
0.009522,-0.009972,-0.037025
0.015929,-0.033011,-0.015983
0.020782,-0.021089,-0.053925
0.036449,-0.060625,0.019430
-0.016490,0.063580,0.017968
-0.006740,-0.047488,0.073926
-0.036163,0.035938,-0.047323
0.002069,-0.013757,0.029311
-0.000466,-0.022433,0.023144
-0.011174,-0.038805,0.033424
-0.044448,0.000198,0.000123
0.006381,-0.014302,-0.001830
0.008015,-0.032678,-0.011206
0.002264,-0.022930,-0.042733
-0.008189,-0.058664,-0.009178
-0.049370,0.034477,-0.051687
0.032698,-0.016120,0.038354
0.015676,-0.014860,0.001871
0.030145,-0.029681,-0.002172
0.012974,-0.019709,-0.018526
0.020241,-0.048974,-0.053502
0.021233,0.006009,0.004447
0.052458,0.022928,0.014700
-0.013228,0.067564,0.049234
0.004616,-0.026452,0.015403
-0.001418,-0.030079,0.023834
-0.017239,-0.020608,0.027903
-0.050127,-0.045720,0.022117
-0.001900,-0.000021,0.021751
-0.003467,0.006566,0.047887
-0.002612,0.030505,-0.011387
0.008439,0.022396,-0.012105
0.030771,0.045229,-0.017323
0.048176,-0.003660,-0.017265
-0.017882,0.001553,-0.040702
-0.044014,-0.015815,-0.002799
-0.002810,-0.053417,-0.016801
-0.034267,0.021183,-0.067021
-0.010828,0.015590,0.048631
-0.015663,0.049876,-0.009023
-0.012963,-0.027481,0.002580
-0.044606,-0.037753,-0.008219
-0.012634,-0.027341,-0.040758
-0.045917,-0.052424,-0.016850
-0.017267,0.004424,-0.068796
-0.042513,-0.018109,0.036858
-0.005563,-0.045184,0.000692
-0.035858,0.006410,-0.021215
-0.012119,-0.003697,-0.047863
-0.033217,-0.028834,0.011987
-0.034396,-0.038136,0.012582
-0.036199,-0.016089,0.009296
-0.021028,-0.047435,0.012373
-0.072822,0.010533,0.004814
0.031389,0.002514,0.013136
0.026862,0.020854,0.034236
0.047912,0.070228,0.029912
0.022052,-0.006144,0.065989
0.047501,0.014656,-0.044191
-0.008456,0.036145,0.015363
-0.001378,0.015880,0.054381
0.007365,0.055636,-0.022155
0.044319,-0.037955,-0.018842
-0.025886,-0.000758,-0.061812
-0.041575,-0.031045,0.046119
-0.013810,-0.024258,-0.027871
-0.046543,-0.055893,-0.046181
-0.018971,0.002731,-0.019856
-0.044988,-0.006413,-0.047059
0.002006,-0.046015,0.007061
-0.017858,0.013044,-0.006023
-0.036477,0.023227,-0.008773
-0.001608,0.029381,-0.011186
0.010287,0.025485,-0.012136
0.036731,0.038450,-0.015761
0.030613,0.015057,-0.016623
0.033501,0.040664,-0.030687
0.038696,0.003712,-0.004622
0.009102,0.020233,-0.007260
0.031516,0.048991,-0.006787
0.048802,-0.008894,0.009844
-0.020639,-0.001716,0.021529
-0.049130,-0.003807,0.046634
0.017898,-0.009935,-0.015862
0.037033,-0.023076,-0.041998
-0.002184,-0.046480,-0.009268
-0.028926,0.007317,-0.045510
-0.029455,-0.007317,0.011026
-0.032682,-0.023638,0.021231
-0.032616,-0.047299,0.035784
-0.043876,0.014147,-0.010840
0.011439,0.015587,-0.021039
0.034093,0.034069,-0.041331
0.033451,0.016127,0.017562
0.028960,0.055565,0.051728
0.061126,-0.005960,0.005550
-0.048854,0.007974,0.013346
0.021463,0.007231,0.033455
0.053970,0.035595,0.024697
-0.010009,0.041116,0.061445
-0.000301,0.018837,-0.026857
0.007356,0.035987,-0.026382
0.034262,0.007612,-0.018560
0.020957,0.023435,-0.038858
0.059665,0.038001,0.005675
-0.023375,0.030921,0.035553
-0.026872,0.030128,0.029284
-0.019221,0.028768,0.043702
-0.029388,0.039377,0.008932
-0.009597,-0.000969,0.039577
-0.021453,0.007675,0.004408
-0.044648,0.012670,0.013304
0.013754,0.019846,0.035913
0.044605,0.064008,0.024743
0.026590,-0.023841,0.075073
0.028257,-0.009109,-0.031091
0.026329,-0.022724,-0.028803
0.024245,-0.046491,-0.041177
0.016725,0.005517,-0.023579
0.041570,0.010906,-0.040028
0.004059,0.026590,0.003238
0.023162,0.038855,0.021241
0.065111,0.021898,0.069799
-0.029882,0.092613,-0.018908
0.016809,0.005173,-0.000396
0.042756,0.017839,0.002479
0.006814,0.057732,0.016986
0.046008,-0.030104,0.069819
-0.021566,0.010588,-0.045814
-0.045432,0.002856,0.013756
0.010744,-0.003731,0.032048
0.025425,0.005344,0.022046
0.042982,0.028600,0.051231
0.014091,0.063021,-0.006045
0.064901,-0.046634,0.017763
-0.067251,0.039056,0.022398
0.059850,-0.008335,0.062612
-0.044138,0.020892,-0.050879
0.013437,0.018281,0.029891
0.042762,0.058152,0.038342
0.028750,-0.012007,0.039539
0.027233,-0.005946,0.000897
0.031957,-0.004839,0.000535
0.021198,-0.000739,0.000457
0.048970,0.005452,0.001783
-0.014272,0.029953,0.009438
-0.018677,0.026772,0.036830
-0.029429,0.042040,0.024393
-0.007395,-0.002195,0.061225
-0.015719,0.012694,-0.047857
-0.033629,0.009160,0.019987
-0.014015,0.017353,0.050687
-0.022298,0.053716,-0.013215
-0.020488,-0.040272,-0.005854
-0.069416,-0.012490,-0.035158
0.026024,-0.064722,-0.025653
0.004133,0.045375,-0.069724
0.029083,-0.030354,0.056185
0.018094,0.001000,-0.048060
0.041359,-0.007598,0.016315
-0.001872,0.001057,0.037279
-0.002082,0.014330,0.011301
0.002751,0.037335,0.034082
0.026949,0.023010,0.037315
0.048936,0.066405,0.023633
0.017379,-0.017036,0.079142
0.036991,-0.008561,-0.018422
0.006352,-0.014278,-0.046477
0.005726,-0.047514,0.004306
-0.009852,0.016950,-0.013176
-0.015740,0.032852,-0.023521
-0.022384,0.008364,-0.028123
-0.043705,0.003162,-0.029696
0.004596,-0.016907,-0.029602
0.001054,-0.048760,-0.037445
-0.023731,0.004455,-0.034798
-0.042771,-0.008859,-0.015759
-0.002952,-0.040691,-0.044247
-0.029616,-0.018440,-0.014700
-0.039144,-0.058862,-0.045848
-0.038129,0.012408,-0.021767
-0.003718,0.009702,-0.043658
-0.006221,0.007406,0.009052
-0.010719,0.018651,0.025035
-0.015052,0.049365,0.048931
-0.008860,-0.006739,0.006935
-0.024208,-0.016755,0.012770
-0.049857,-0.043874,0.020944
-0.001681,-0.004734,0.025492
-0.005112,-0.003382,0.036597
-0.012084,0.002408,0.010549
-0.027162,0.005245,0.025823
